cadvisor_version_info,node_name=kubernetes3,cadvisorRevision="",cadvisorVersion="",dockerVersion="1.13.1",kernelVersion="4.4.0-130-generic",osVersion="Ubuntu_16.04.3_LTS" value=1 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee6703c8-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="default",pod_name="nginx-errors-7d6bd68dfd-dfqrw" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee6f0c1d-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-5n4lq" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee7e8aeb-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="tiller-deploy-597c48f967-p9hvd" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/burstable",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod014f9f48-8b38-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="filebeat-lh75b" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod06ee877e-7f8e-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="weave-net-6gd9l" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/kubepods/podee6b1c3c-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="default-http-backend-846b65fb5f-82tnk" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/accounts-daemon.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/acpid.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/apparmor.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/apport.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/atd.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cgroupfs-mount.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cloud-config.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cloud-final.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init-local.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/console-setup.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/cron.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/dbus.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/docker.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ebtables.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/grub-common.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ifup@ens3.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/irqbalance.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/iscsid.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/keyboard-setup.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-lvmetad.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-monitor.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/lxcfs.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/lxd-containers.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/mdadm.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/networking.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ondemand.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/open-iscsi.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/polkitd.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/rc-local.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/resolvconf.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/rsyslog.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/run-r27c33ede06b046779c6e9793b39aa5c4.scope",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/run-r3f525db668c849a9970b26568150f498.scope",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/run-r9116a5e7ed2d45a885b57a63b686df60.scope",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/setvtrgb.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/snapd.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ssh.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/system-getty.slice",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/system-serial\\x2dgetty.slice",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journal-flush.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-journald.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-logind.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-modules-load.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-random-seed.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-remount-fs.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-sysctl.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-timesyncd.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-tmpfiles-setup-dev.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-tmpfiles-setup.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-udev-trigger.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-udevd.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-update-utmp.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/systemd-user-sessions.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ubuntu-fan.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/ufw.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/system.slice/unattended-upgrades.service",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="",id="/user.slice",image="",name="",namespace="",pod_name="" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pod06ee7dea-7f8e-11e8-a4cb-fa163e6b6597/7cda91b701695f6809c18ce54cefca0e86bee0a9abb69d43f966953049fe775c",image="k8s.gcr.io/pause:3.1",name="k8s_POD_kube-proxy-cxwjs_kube-system_06ee7dea-7f8e-11e8-a4cb-fa163e6b6597_1",namespace="kube-system",pod_name="kube-proxy-cxwjs" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode865b574-93b9-11e8-85af-fa163e6b6597/218375f79369961770fd9366bb5eb922a01d3e861e80077cf9e4ba095d08c528",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-86cddf59d5-gshlp_default_e865b574-93b9-11e8-85af-fa163e6b6597_20",namespace="default",pod_name="hello-world-86cddf59d5-gshlp" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode86858d9-93b9-11e8-85af-fa163e6b6597/1b7dac5562628379baa7aca532046ad7d1c5a6084cbd2f8304c15bfa1571401e",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-86cddf59d5-9wn6j_default_e86858d9-93b9-11e8-85af-fa163e6b6597_14",namespace="default",pod_name="hello-world-86cddf59d5-9wn6j" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode869591b-93b9-11e8-85af-fa163e6b6597/c49389a5ac0f472d715c76ba11f4ca696809afae12acf9648bcddb743ab5cc4e",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-86cddf59d5-x8ztq_default_e869591b-93b9-11e8-85af-fa163e6b6597_20",namespace="default",pod_name="hello-world-86cddf59d5-x8ztq" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode86d8eda-93b9-11e8-85af-fa163e6b6597/ab053cfbf7796a35e4abf0402ba9b54c98385d5533e85e15739fc6b494cc8979",image="k8s.gcr.io/pause:3.1",name="k8s_POD_test-69d96f9cf5-sk278_default_e86d8eda-93b9-11e8-85af-fa163e6b6597_17",namespace="default",pod_name="test-69d96f9cf5-sk278" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode8736b4b-93b9-11e8-85af-fa163e6b6597/3bf3ea0bd60ce56c0175c4185866a754bd9adb612a103f4e16e0f44ebc941e1c",image="k8s.gcr.io/pause:3.1",name="k8s_POD_http-svc-66ffffc458-tcsjw_ingress-nginx_e8736b4b-93b9-11e8-85af-fa163e6b6597_20",namespace="ingress-nginx",pod_name="http-svc-66ffffc458-tcsjw" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode874430f-93b9-11e8-85af-fa163e6b6597/ce5c1d091b1dec6cb1b737976ea4f44527b34650098a34015057f2c983487c2b",image="k8s.gcr.io/pause:3.1",name="k8s_POD_nginx-ingress-controller-5f4db45fb4-2cvxp_ingress-nginx_e874430f-93b9-11e8-85af-fa163e6b6597_18",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-2cvxp" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/pode878d175-93b9-11e8-85af-fa163e6b6597/79362814cf33aa0a0b284e86324d354c9c913fbeec971c56d1b1440f1f0f6028",image="k8s.gcr.io/pause:3.1",name="k8s_POD_nginx-ingress-controller-5f4db45fb4-lh2z2_ingress-nginx_e878d175-93b9-11e8-85af-fa163e6b6597_19",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-lh2z2" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee5dbaa9-93b9-11e8-85af-fa163e6b6597/aab85e5f1bade56f3b330eeee2f1ff39e1ac678fe8f36542dc3ddf1a74cc0a26",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-86cddf59d5-tmkd9_default_ee5dbaa9-93b9-11e8-85af-fa163e6b6597_15",namespace="default",pod_name="hello-world-86cddf59d5-tmkd9" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee61177a-93b9-11e8-85af-fa163e6b6597/3c5fe1b4377b77587ef2b39522cdeb23fb5de1cb88a04f59eaf21eab4bb4d720",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-86cddf59d5-zxrfj_default_ee61177a-93b9-11e8-85af-fa163e6b6597_18",namespace="default",pod_name="hello-world-86cddf59d5-zxrfj" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee62d58b-93b9-11e8-85af-fa163e6b6597/f3c2d9583c141d5d6343769c3c77c2408dfb042f36dc9e4e75670d5b20aac46a",image="k8s.gcr.io/pause:3.1",name="k8s_POD_hello-world-deployment-74669f7bc4-t22sv_default_ee62d58b-93b9-11e8-85af-fa163e6b6597_15",namespace="default",pod_name="hello-world-deployment-74669f7bc4-t22sv" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee6703c8-93b9-11e8-85af-fa163e6b6597/fc4e47f69ad5d63758c877d2412b792deeb6fd48b62ee836b61317eb8bcc6501",image="k8s.gcr.io/pause:3.1",name="k8s_POD_nginx-errors-7d6bd68dfd-dfqrw_default_ee6703c8-93b9-11e8-85af-fa163e6b6597_18",namespace="default",pod_name="nginx-errors-7d6bd68dfd-dfqrw" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee6f0c1d-93b9-11e8-85af-fa163e6b6597/22cce9e7ed61b90b132f061a17a0a573f64a398f1231c14c7464161041815a13",image="k8s.gcr.io/pause:3.1",name="k8s_POD_nginx-ingress-controller-5f4db45fb4-5n4lq_ingress-nginx_ee6f0c1d-93b9-11e8-85af-fa163e6b6597_18",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-5n4lq" value=0 1533123583734030008
container_memory_failcnt,node_name=kubernetes3,container_name="POD",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597/273798695bfc4737da07c31e8fe00a209f193d37fc18bc22e9d238a5770f4347",image="k8s.gcr.io/pause:3.1",name="k8s_POD_nginx-ingress-controller-5f4db45fb4-9w5qt_ingress-nginx_ee73430f-93b9-11e8-85af-fa163e6b6597_21",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt" value=0 1533123583734030008
